S.No,URL,Path Segment,Breadcrumb Path (Array),Breadcrumb (Formatted Trail),Primary Page Type,Hierarchy Level,Inbound Links,Search Intent
295,https://linear.app/changelog/2020-09-02-sentry-integration,/changelog/2020-09-02-sentry-integration,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,2,INFORMATIONAL
296,https://linear.app/changelog/2020-08-26-better-menus-and-view-options,/changelog/2020-08-26-better-menus-and-view-options,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,2,INFORMATIONAL
297,https://linear.app/changelog/2020-08-19-auto-close-and-auto-archive,/changelog/2020-08-19-auto-close-and-auto-archive,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,4,INFORMATIONAL
298,https://linear.app/changelog/2020-08-13-linear-preview-view-options,/changelog/2020-08-13-linear-preview-view-options,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,3,INFORMATIONAL
299,https://linear.app/changelog/2020-08-06-linear-preview-auto-closing-issues,/changelog/2020-08-06-linear-preview-auto-closing-issues,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,2,INFORMATIONAL
300,https://linear.app/changelog/2020-07-29-filter-improvements,/changelog/2020-07-29-filter-improvements,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,2,INFORMATIONAL
301,https://linear.app/changelog/2020-07-22-linear-new-cycle-settings,/changelog/2020-07-22-linear-new-cycle-settings,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,2,INFORMATIONAL
302,https://linear.app/changelog/2020-07-14-project-visualizations-and-in-app-changelog,/changelog/2020-07-14-project-visualizations-and-in-app-changelog,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,2,INFORMATIONAL
303,https://linear.app/changelog/2020-07-08-emoji-reactions,/changelog/2020-07-08-emoji-reactions,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,2,INFORMATIONAL
304,https://linear.app/changelog/2020-06-30,/changelog/2020-06-30,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,2,INFORMATIONAL
305,https://linear.app/changelog/2020-06-24,/changelog/2020-06-24,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,2,INFORMATIONAL
306,https://linear.app/changelog/2020-06-17,/changelog/2020-06-17,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,2,INFORMATIONAL
307,https://linear.app/changelog/2020-06-09,/changelog/2020-06-09,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,2,INFORMATIONAL
308,https://linear.app/changelog/2020-05-26-setting-an-issue-s-status,/changelog/2020-05-26-setting-an-issue-s-status,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,2,INFORMATIONAL
309,https://linear.app/changelog/2020-05-18-login-with-email-magic-links,/changelog/2020-05-18-login-with-email-magic-links,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,2,INFORMATIONAL
310,https://linear.app/changelog/2020-05-05,/changelog/2020-05-05,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,2,INFORMATIONAL
311,https://linear.app/changelog/2020-04-27-improved-my-issues-view,/changelog/2020-04-27-improved-my-issues-view,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,2,INFORMATIONAL
312,https://linear.app/changelog/2020-04-13-branch-naming,/changelog/2020-04-13-branch-naming,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,2,INFORMATIONAL
313,https://linear.app/changelog/2020-04-02-project-links,/changelog/2020-04-02-project-links,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,2,INFORMATIONAL
314,https://linear.app/changelog/2020-03-27,/changelog/2020-03-27,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,2,INFORMATIONAL
315,https://linear.app/changelog/2020-03-19-desktop-app-improvements-multi-window-support,/changelog/2020-03-19-desktop-app-improvements-multi-window-support,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,2,INFORMATIONAL
316,https://linear.app/changelog/2020-03-11-issue-relations,/changelog/2020-03-11-issue-relations,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,2,INFORMATIONAL
317,https://linear.app/changelog/2020-03-04,/changelog/2020-03-04,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,2,INFORMATIONAL
318,https://linear.app/changelog/2020-02-20,/changelog/2020-02-20,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,2,INFORMATIONAL
319,https://linear.app/changelog/2020-02-11-issue-archive,/changelog/2020-02-11-issue-archive,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,2,INFORMATIONAL
320,https://linear.app/changelog/2020-02-03-automated-google-sheets-export,/changelog/2020-02-03-automated-google-sheets-export,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,2,INFORMATIONAL
321,https://linear.app/changelog/2020-01-28-webhooks,/changelog/2020-01-28-webhooks,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,2,INFORMATIONAL
322,https://linear.app/changelog/2020-01-21-improved-search,/changelog/2020-01-21-improved-search,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,2,INFORMATIONAL
323,https://linear.app/changelog/2020-01-14-copy-team-settings,/changelog/2020-01-14-copy-team-settings,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,2,INFORMATIONAL
324,https://linear.app/changelog/2020-01-07-issue-templates,/changelog/2020-01-07-issue-templates,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,2,INFORMATIONAL
325,https://linear.app/changelog/2019-12-18-new-command-menu,/changelog/2019-12-18-new-command-menu,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,2,INFORMATIONAL
326,https://linear.app/changelog/2019-12-12-onboarding-join-teams,/changelog/2019-12-12-onboarding-join-teams,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,2,INFORMATIONAL
327,https://linear.app/changelog/2019-12-05,/changelog/2019-12-05,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,2,INFORMATIONAL
328,https://linear.app/changelog/2019-11-26-api-improvements,/changelog/2019-11-26-api-improvements,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,2,INFORMATIONAL
329,https://linear.app/changelog/2019-11-20-secured-a-usd-4-2m-seed-round,/changelog/2019-11-20-secured-a-usd-4-2m-seed-round,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,2,INFORMATIONAL
330,https://linear.app/changelog/2019-11-11-new-sidebar,/changelog/2019-11-11-new-sidebar,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,2,INFORMATIONAL
331,https://linear.app/changelog/2019-11-04-better-slack-notifications,/changelog/2019-11-04-better-slack-notifications,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,2,INFORMATIONAL
332,https://linear.app/changelog/2019-10-28-responsive-web-application,/changelog/2019-10-28-responsive-web-application,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,2,INFORMATIONAL
333,https://linear.app/changelog/2019-10-21-zapier-integration,/changelog/2019-10-21-zapier-integration,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,2,INFORMATIONAL
334,https://linear.app/changelog/2019-10-14-improved-comments,/changelog/2019-10-14-improved-comments,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,2,INFORMATIONAL
335,https://linear.app/changelog/2019-10-07-contextual-command-menu,/changelog/2019-10-07-contextual-command-menu,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,2,INFORMATIONAL
336,https://linear.app/changelog/2019-09-30-figma-integration,/changelog/2019-09-30-figma-integration,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,2,INFORMATIONAL
337,https://linear.app/changelog/2019-09-23-improved-peek,/changelog/2019-09-23-improved-peek,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,2,INFORMATIONAL
338,https://linear.app/changelog/2019-09-17-favorite-projects,/changelog/2019-09-17-favorite-projects,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,2,INFORMATIONAL
339,https://linear.app/changelog/2019-09-09-cycle-cooldown,/changelog/2019-09-09-cycle-cooldown,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,2,INFORMATIONAL
340,https://linear.app/changelog/2019-09-02-video-uploads-and-player,/changelog/2019-09-02-video-uploads-and-player,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,2,INFORMATIONAL
341,https://linear.app/changelog/2019-08-25-github-pull-request-improvements,/changelog/2019-08-25-github-pull-request-improvements,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,2,INFORMATIONAL
342,https://linear.app/changelog/2019-08-18-new-search,/changelog/2019-08-18-new-search,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,2,INFORMATIONAL
343,https://linear.app/changelog/2019-08-13,/changelog/2019-08-13,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,2,INFORMATIONAL
344,https://linear.app/changelog/2019-08-04-filters,/changelog/2019-08-04-filters,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,2,INFORMATIONAL
345,https://linear.app/changelog/2019-07-28-projects,/changelog/2019-07-28-projects,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,2,INFORMATIONAL
346,https://linear.app/changelog/2019-07-18-cycles-are-here,/changelog/2019-07-18-cycles-are-here,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,2,INFORMATIONAL
347,https://linear.app/changelog/2019-07-11-github-workflow-configuration,/changelog/2019-07-11-github-workflow-configuration,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,2,INFORMATIONAL
348,https://linear.app/changelog/2019-07-04-cycles,/changelog/2019-07-04-cycles,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,2,INFORMATIONAL
349,https://linear.app/changelog/2019-06-27-backlog-and-active-issues,/changelog/2019-06-27-backlog-and-active-issues,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,2,INFORMATIONAL
350,https://linear.app/changelog/2019-06-20-international-keyboard-shortcut-improvements,/changelog/2019-06-20-international-keyboard-shortcut-improvements,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,2,INFORMATIONAL
351,https://linear.app/changelog/2019-05-26-grouping-headers,/changelog/2019-05-26-grouping-headers,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,2,INFORMATIONAL
352,https://linear.app/changelog/2019-05-19-new-sidebar-design,/changelog/2019-05-19-new-sidebar-design,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,2,INFORMATIONAL
353,https://linear.app/changelog/2019-05-09-first-time-user-experience,/changelog/2019-05-09-first-time-user-experience,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,2,INFORMATIONAL
354,https://linear.app/changelog/2019-05-02-creating-new-issues-via-email,/changelog/2019-05-02-creating-new-issues-via-email,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,2,INFORMATIONAL
355,https://linear.app/changelog/2019-04-25-linear-desktop-app,/changelog/2019-04-25-linear-desktop-app,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,2,INFORMATIONAL
356,https://linear.app/changelog/2019-04-11-option-to-display-usernames-or-real-names,/changelog/2019-04-11-option-to-display-usernames-or-real-names,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,2,INFORMATIONAL
357,https://linear.app/careers/d3bc1ced-3ce4-4086-a050-555055dbb1ff,/careers/d3bc1ced-3ce4-4086-a050-555055dbb1ff,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,2,INFORMATIONAL
358,https://linear.app/careers/cd5ae036-0223-427a-b038-ba16ef9dcb32,/careers/cd5ae036-0223-427a-b038-ba16ef9dcb32,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,0,INFORMATIONAL
359,https://linear.app/careers/069c4628-88d7-4e4d-b393-c996fc7f3076,/careers/069c4628-88d7-4e4d-b393-c996fc7f3076,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,2,INFORMATIONAL
360,https://linear.app/careers/453f1ba0-a35e-4ed2-8215-1514e0a30b92,/careers/453f1ba0-a35e-4ed2-8215-1514e0a30b92,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,2,INFORMATIONAL
361,https://linear.app/careers/12f8f208-0b9c-4569-bb3d-41c8a197029e,/careers/12f8f208-0b9c-4569-bb3d-41c8a197029e,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,0,INFORMATIONAL
362,https://linear.app/careers/0c7c2e26-0a98-42cf-a47c-9a3999fb513b,/careers/0c7c2e26-0a98-42cf-a47c-9a3999fb513b,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,2,INFORMATIONAL
363,https://linear.app/careers/b7669c4b-eeca-421d-ba9a-d90203f6fcb2,/careers/b7669c4b-eeca-421d-ba9a-d90203f6fcb2,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,0,INFORMATIONAL
364,https://linear.app/careers/86abcce0-04b2-405c-9a8e-e0ca84813914,/careers/86abcce0-04b2-405c-9a8e-e0ca84813914,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,2,INFORMATIONAL
365,https://linear.app/careers/d062065e-05bb-42ce-a430-ec205695cc2e,/careers/d062065e-05bb-42ce-a430-ec205695cc2e,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,2,INFORMATIONAL
366,https://linear.app/careers/c21af93e-210f-4969-8eaa-90fb16a5b720,/careers/c21af93e-210f-4969-8eaa-90fb16a5b720,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,2,INFORMATIONAL
367,https://linear.app/careers/b4a7764e-c680-4bdf-9956-dc78f2ca94d5,/careers/b4a7764e-c680-4bdf-9956-dc78f2ca94d5,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,2,INFORMATIONAL
368,https://linear.app/careers/a264869e-f058-487c-ab7f-9b77dffa427c,/careers/a264869e-f058-487c-ab7f-9b77dffa427c,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,2,INFORMATIONAL
369,https://linear.app/careers/ba8a41d2-4198-481a-a7f4-e09c5364ff7f,/careers/ba8a41d2-4198-481a-a7f4-e09c5364ff7f,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,2,INFORMATIONAL
370,https://linear.app/careers/3d95000c-5631-4ea6-a614-78910bb3f199,/careers/3d95000c-5631-4ea6-a614-78910bb3f199,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,2,INFORMATIONAL
371,https://linear.app/careers/d37b3d76-3080-47f9-8a19-60505573112c,/careers/d37b3d76-3080-47f9-8a19-60505573112c,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,2,INFORMATIONAL
372,https://linear.app/careers/1d652292-04d9-405c-8101-578efd020e94,/careers/1d652292-04d9-405c-8101-578efd020e94,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,0,INFORMATIONAL
373,https://linear.app/careers/62a4524c-75da-499e-b150-7f68ce9f2da3,/careers/62a4524c-75da-499e-b150-7f68ce9f2da3,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,2,INFORMATIONAL
374,https://linear.app/careers/1bfdcabe-aa5f-4999-9a6d-b8a824dd779b,/careers/1bfdcabe-aa5f-4999-9a6d-b8a824dd779b,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,2,INFORMATIONAL
375,https://linear.app/careers/370d9605-f02f-44f9-97fa-ebf769bed93d,/careers/370d9605-f02f-44f9-97fa-ebf769bed93d,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,2,INFORMATIONAL
376,https://linear.app/careers/c0abc97e-b4d7-4ad7-bd13-bc40f4023227,/careers/c0abc97e-b4d7-4ad7-bd13-bc40f4023227,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,0,INFORMATIONAL
377,https://linear.app/careers/b3346acf-44be-4565-b1c0-10d482d3ad4e,/careers/b3346acf-44be-4565-b1c0-10d482d3ad4e,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,2,INFORMATIONAL
378,https://linear.app/careers/2ef60eea-7cff-45c2-abf2-eaedc4ea89bd,/careers/2ef60eea-7cff-45c2-abf2-eaedc4ea89bd,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,2,INFORMATIONAL
379,https://linear.app/careers/cec84487-60f2-4216-a514-dcf190c86c1e,/careers/cec84487-60f2-4216-a514-dcf190c86c1e,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,2,INFORMATIONAL
380,https://linear.app/careers/910805ac-96e8-42b9-a8e9-8adf4c4ef536,/careers/910805ac-96e8-42b9-a8e9-8adf4c4ef536,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,0,INFORMATIONAL
381,https://linear.app/careers/eac7f181-d658-4943-9430-51bae2bcd110,/careers/eac7f181-d658-4943-9430-51bae2bcd110,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,2,INFORMATIONAL
382,https://linear.app/careers/5b9997fd-7507-4437-8fd7-14178c99ab5d,/careers/5b9997fd-7507-4437-8fd7-14178c99ab5d,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,2,INFORMATIONAL
383,https://linear.app/careers/b32de590-06ce-47d4-8994-66b936df908d,/careers/b32de590-06ce-47d4-8994-66b936df908d,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,0,INFORMATIONAL
384,https://linear.app/careers/29aeb82d-f00e-4283-b332-057efd487d6f,/careers/29aeb82d-f00e-4283-b332-057efd487d6f,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,2,INFORMATIONAL
385,https://linear.app/careers/1aa6f672-5917-49aa-b015-70ebff901923,/careers/1aa6f672-5917-49aa-b015-70ebff901923,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,2,INFORMATIONAL
386,https://linear.app/careers/f272fc4a-91a7-4dcf-9cb5-3600ebaf14e1,/careers/f272fc4a-91a7-4dcf-9cb5-3600ebaf14e1,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,2,INFORMATIONAL
387,https://linear.app/careers/a8041e0e-350e-47d0-9190-454089216fb8,/careers/a8041e0e-350e-47d0-9190-454089216fb8,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,2,INFORMATIONAL
388,https://linear.app/careers/d371f23c-745a-41a3-9f1b-e3ac868e3ddb,/careers/d371f23c-745a-41a3-9f1b-e3ac868e3ddb,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,2,INFORMATIONAL
389,https://linear.app/careers/fb4b6076-b943-4d95-bb9b-a66aef8275f2,/careers/fb4b6076-b943-4d95-bb9b-a66aef8275f2,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,2,INFORMATIONAL
390,https://linear.app/customers/craft,/customers/craft,"['Homepage', 'Customers']",Homepage > Customers,UNKNOWN,L3_LEAF_PAGE,0,INFORMATIONAL
391,https://linear.app/customers/dandelion-chocolate,/customers/dandelion-chocolate,"['Homepage', 'Customers']",Homepage > Customers,UNKNOWN,L3_LEAF_PAGE,6,INFORMATIONAL
392,https://linear.app/customers/graphcms,/customers/graphcms,"['Homepage', 'Customers']",Homepage > Customers,UNKNOWN,L3_LEAF_PAGE,0,INFORMATIONAL
393,https://linear.app/customers/brex,/customers/brex,"['Homepage', 'Customers']",Homepage > Customers,UNKNOWN,L3_LEAF_PAGE,7,INFORMATIONAL
394,https://linear.app/customers/watershed,/customers/watershed,"['Homepage', 'Customers']",Homepage > Customers,UNKNOWN,L3_LEAF_PAGE,4,INFORMATIONAL
395,https://linear.app/customers/raycast,/customers/raycast,"['Homepage', 'Customers']",Homepage > Customers,UNKNOWN,L3_LEAF_PAGE,4,INFORMATIONAL
396,https://linear.app/customers/cohere,/customers/cohere,"['Homepage', 'Customers']",Homepage > Customers,UNKNOWN,L3_LEAF_PAGE,4,INFORMATIONAL
397,https://linear.app/customers/ramp,/customers/ramp,"['Homepage', 'Customers']",Homepage > Customers,UNKNOWN,L3_LEAF_PAGE,13,INFORMATIONAL
398,https://linear.app/customers/klaviyo,/customers/klaviyo,"['Homepage', 'Customers']",Homepage > Customers,UNKNOWN,L3_LEAF_PAGE,5,INFORMATIONAL
399,https://linear.app/customers/opendoor,/customers/opendoor,"['Homepage', 'Customers']",Homepage > Customers,UNKNOWN,L3_LEAF_PAGE,14,INFORMATIONAL
400,https://linear.app/customers/retool,/customers/retool,"['Homepage', 'Customers']",Homepage > Customers,UNKNOWN,L3_LEAF_PAGE,6,INFORMATIONAL
401,https://linear.app/customers/boom,/customers/boom,"['Homepage', 'Customers']",Homepage > Customers,UNKNOWN,L3_LEAF_PAGE,5,INFORMATIONAL
402,https://linear.app/customers/sierra,/customers/sierra,"['Homepage', 'Customers']",Homepage > Customers,UNKNOWN,L3_LEAF_PAGE,7,INFORMATIONAL
403,https://linear.app/customers/doppler,/customers/doppler,"['Homepage', 'Customers']",Homepage > Customers,UNKNOWN,L3_LEAF_PAGE,0,INFORMATIONAL
404,https://linear.app/customers/middesk,/customers/middesk,"['Homepage', 'Customers']",Homepage > Customers,UNKNOWN,L3_LEAF_PAGE,0,INFORMATIONAL
405,https://linear.app/customers/braid,/customers/braid,"['Homepage', 'Customers']",Homepage > Customers,UNKNOWN,L3_LEAF_PAGE,0,INFORMATIONAL
406,https://linear.app/customers/remote,/customers/remote,"['Homepage', 'Customers']",Homepage > Customers,UNKNOWN,L3_LEAF_PAGE,4,INFORMATIONAL
407,https://linear.app/customers/render,/customers/render,"['Homepage', 'Customers']",Homepage > Customers,UNKNOWN,L3_LEAF_PAGE,0,INFORMATIONAL
408,https://linear.app/customers/clay,/customers/clay,"['Homepage', 'Customers']",Homepage > Customers,UNKNOWN,L3_LEAF_PAGE,5,INFORMATIONAL
409,https://linear.app/customers/oscar,/customers/oscar,"['Homepage', 'Customers']",Homepage > Customers,UNKNOWN,L3_LEAF_PAGE,10,INFORMATIONAL
410,https://linear.app/customers/automattic,/customers/automattic,"['Homepage', 'Customers']",Homepage > Customers,UNKNOWN,L3_LEAF_PAGE,10,INFORMATIONAL
411,https://linear.app/customers/browsercompany,/customers/browsercompany,"['Homepage', 'Customers']",Homepage > Customers,UNKNOWN,L3_LEAF_PAGE,0,INFORMATIONAL
412,https://linear.app/customers/cointracker,/customers/cointracker,"['Homepage', 'Customers']",Homepage > Customers,UNKNOWN,L3_LEAF_PAGE,0,INFORMATIONAL
413,https://linear.app/customers/cursor,/customers/cursor,"['Homepage', 'Customers']",Homepage > Customers,UNKNOWN,L3_LEAF_PAGE,6,INFORMATIONAL
414,https://linear.app/customers/expo,/customers/expo,"['Homepage', 'Customers']",Homepage > Customers,UNKNOWN,L3_LEAF_PAGE,1,INFORMATIONAL
415,https://linear.app/customers/darkroom,/customers/darkroom,"['Homepage', 'Customers']",Homepage > Customers,UNKNOWN,L3_LEAF_PAGE,0,INFORMATIONAL
416,https://linear.app/customers/lightricks,/customers/lightricks,"['Homepage', 'Customers']",Homepage > Customers,UNKNOWN,L3_LEAF_PAGE,4,INFORMATIONAL
417,https://linear.app/customers/openai,/customers/openai,"['Homepage', 'Customers']",Homepage > Customers,UNKNOWN,L3_LEAF_PAGE,9,INFORMATIONAL
418,https://linear.app/customers/alan,/customers/alan,"['Homepage', 'Customers']",Homepage > Customers,UNKNOWN,L3_LEAF_PAGE,5,INFORMATIONAL
419,https://linear.app/customers/pulley,/customers/pulley,"['Homepage', 'Customers']",Homepage > Customers,UNKNOWN,L3_LEAF_PAGE,4,INFORMATIONAL
